0,1,2,3,4,5,6
1242200,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1242300,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1242400,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1242500,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1242600,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1242700,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1242800,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1242900,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1243000,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1243100,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1243200,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1243300,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1243400,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1243500,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1243600,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1243700,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1243800,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1243900,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1244000,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1244100,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1244200,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1244300,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1244400,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1244500,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1244600,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1244700,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1244800,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1244900,1240000-1244999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1245000,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1245100,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1245200,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1245300,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1245400,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1245500,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1245600,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1245700,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1245800,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1245900,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1246000,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1246100,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1246200,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1246300,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1246400,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1246500,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1246600,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1246700,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1246800,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1246900,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1247000,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1247100,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1247200,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1247300,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1247400,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1247500,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1247600,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1247700,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1247800,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1247900,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1248000,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1248100,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1248200,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1248300,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1248400,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1248500,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1248600,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1248700,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1248800,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1248900,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1249000,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1249100,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1249200,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1249300,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1249400,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1249500,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1249600,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1249700,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1249800,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1249900,1245000-1249999,1240000-1249999,1230000-1259999,1200000-1259999,1200000-1319999,*
1250000,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1250100,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1250200,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1250300,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1250400,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1250500,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1250600,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1250700,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1250800,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1250900,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1251000,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1251100,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1251200,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1251300,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1251400,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1251500,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1251600,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1251700,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1251800,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1251900,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1252000,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1252100,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1252200,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1252300,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1252400,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1252500,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1252600,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1252700,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1252800,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1252900,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1253000,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1253100,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1253200,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1253300,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1253400,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1253500,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1253600,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1253700,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1253800,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1253900,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1254000,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1254100,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1254200,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1254300,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1254400,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1254500,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1254600,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1254700,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1254800,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1254900,1250000-1254999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1255000,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1255100,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1255200,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1255300,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1255400,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1255500,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1255600,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1255700,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1255800,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1255900,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1256000,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1256100,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1256200,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1256300,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1256400,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1256500,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1256600,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1256700,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1256800,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1256900,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1257000,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1257100,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1257200,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1257300,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1257400,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1257500,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1257600,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1257700,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1257800,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1257900,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1258000,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1258100,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1258200,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1258300,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1258400,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1258500,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1258600,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1258700,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1258800,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1258900,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1259000,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1259100,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1259200,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1259300,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1259400,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1259500,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1259600,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1259700,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1259800,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1259900,1255000-1259999,1250000-1259999,1230000-1259999,1200000-1259999,1200000-1319999,*
1260000,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1260100,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1260200,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1260300,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1260400,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1260500,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1260600,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1260700,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1260800,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1260900,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1261000,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1261100,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1261200,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1261300,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1261400,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1261500,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1261600,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1261700,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1261800,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1261900,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1262000,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1262100,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1262200,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1262300,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1262400,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1262500,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1262600,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1262700,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1262800,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1262900,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1263000,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1263100,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1263200,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1263300,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1263400,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1263500,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1263600,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1263700,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1263800,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1263900,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1264000,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1264100,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1264200,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1264300,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1264400,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1264500,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1264600,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1264700,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1264800,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1264900,1260000-1264999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1265000,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1265100,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1265200,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1265300,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1265400,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1265500,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1265600,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1265700,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1265800,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1265900,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1266000,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1266100,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1266200,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1266300,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1266400,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1266500,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1266600,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1266700,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1266800,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1266900,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1267000,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1267100,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1267200,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1267300,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1267400,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1267500,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1267600,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1267700,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1267800,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1267900,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1268000,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1268100,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1268200,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1268300,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1268400,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1268500,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1268600,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1268700,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1268800,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1268900,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1269000,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1269100,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1269200,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1269300,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1269400,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1269500,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1269600,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1269700,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1269800,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1269900,1265000-1269999,1260000-1269999,1260000-1289999,1260000-1319999,1200000-1319999,*
1270000,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1270100,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1270200,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1270300,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1270400,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1270500,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1270600,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1270700,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1270800,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1270900,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1271000,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1271100,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1271200,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1271300,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1271400,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1271500,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1271600,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1271700,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1271800,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1271900,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1272000,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1272100,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1272200,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1272300,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1272400,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
1272500,1270000-1274999,1270000-1279999,1260000-1289999,1260000-1319999,1200000-1319999,*
